geo,indicator,forecast_year,forecast_value,model_used
NL13,gva_sector_bde,2023,3289.9941,Multi
NL21,gva_sector_bde,2023,9861.54,Multi
NL22,gva_sector_bde,2023,14695.815,Multi
NL23,gva_sector_bde,2023,2144.284,Multi
NL32,gva_sector_bde,2023,18572.523,Multi
NL34,gva_sector_bde,2023,4012.0322,Multi
NL41,gva_sector_bde,2023,30507.139,Multi
NL42,gva_sector_bde,2023,10165.373,Multi
NLZZ,gva_sector_bde,2023,4070.2817,Multi
NO02,gva_sector_bde,2023,878.6362,Multi
NO06,gva_sector_bde,2023,3337.976,Multi
NO07,gva_sector_bde,2023,1155.3402,Multi
NO08,gva_sector_bde,2023,2989.2886,Multi
NO09,gva_sector_bde,2023,3262.0964,Multi
NO0A,gva_sector_bde,2023,19212.424,Multi
NO0B,gva_sector_bde,2023,7.881262,Multi
NOZZ,gva_sector_bde,2023,15789.056,Multi
PL21,gva_sector_bde,2023,11157.593,Multi
PL22,gva_sector_bde,2023,21300.416,Multi
PL41,gva_sector_bde,2023,15645.748,Multi
PL42,gva_sector_bde,2023,5113.031,Multi
PL43,gva_sector_bde,2023,4441.742,Multi
PL51,gva_sector_bde,2023,16681.463,Multi
PL52,gva_sector_bde,2023,3871.3362,Multi
PL61,gva_sector_bde,2023,8156.7344,Multi
PL62,gva_sector_bde,2023,4443.2344,Multi
PL63,gva_sector_bde,2023,9926.328,Multi
PL71,gva_sector_bde,2023,11571.729,Multi
PL72,gva_sector_bde,2023,3562.016,Multi
PL81,gva_sector_bde,2023,5043.868,Multi
PL82,gva_sector_bde,2023,6824.1255,Multi
PL84,gva_sector_bde,2023,3163.4097,Multi
PL91,gva_sector_bde,2023,12513.7705,Multi
PL92,gva_sector_bde,2023,10735.284,Multi
PLZZ,gva_sector_bde,2023,7.881262,Multi
PTZZ,gva_sector_bde,2023,7.881262,Multi
RS11,gva_sector_bde,2023,2656.2783,Multi
RS12,gva_sector_bde,2023,5000.0312,Multi
RS21,gva_sector_bde,2023,3154.0862,Multi
RS22,gva_sector_bde,2023,3305.3015,Multi
RSZZ,gva_sector_bde,2023,7.881262,Multi
SEZZ,gva_sector_bde,2023,7.881262,Multi
AL01,gva_sector_c,2023,165.85997,Single
AL02,gva_sector_c,2023,299.73685,Single
AL03,gva_sector_c,2023,161.96448,Single
BEZZ,gva_sector_c,2023,0.047126666,Single
CH01,gva_sector_c,2023,0.047126666,Single
CH02,gva_sector_c,2023,0.047126666,Single
CH03,gva_sector_c,2023,0.047126666,Single
CH04,gva_sector_c,2023,0.047126666,Single
CH05,gva_sector_c,2023,0.047126666,Single
CH06,gva_sector_c,2023,0.047126666,Single
CH07,gva_sector_c,2023,0.047126666,Single
DE11,gva_sector_c,2023,38724.703,Single
DE12,gva_sector_c,2023,38724.703,Single
DE13,gva_sector_c,2023,38724.703,Single
DE14,gva_sector_c,2023,38724.703,Single
DE21,gva_sector_c,2023,38724.703,Single
DE22,gva_sector_c,2023,16194.188,Single
DE23,gva_sector_c,2023,15504.258,Single
DE24,gva_sector_c,2023,10746.556,Single
DE25,gva_sector_c,2023,20417.264,Single
DE26,gva_sector_c,2023,14618.796,Single
DE27,gva_sector_c,2023,20494.367,Single
DE30,gva_sector_c,2023,13554.862,Single
DE40,gva_sector_c,2023,11386.039,Single
