geo,year,geo_label,nuts_level,country_code,country_name,is_el_regional_unit,gdp_mio_eur,gdp_eur_hab,gfcf,gva,gva_sector_a,gva_sector_bde,gva_sector_c,gva_sector_f,gva_sector_ghij,gva_sector_ghi,gva_sector_j,gva_sector_klmn,gva_sector_k,gva_sector_l,gva_sector_mn,gva_sector_opqrstu,gva_sector_opq,gva_sector_rstu
TR42,2010,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,32341.0,10000.0,,28461.0,1603.3,10816.38,9934.48,1320.83,7477.37,7105.61,371.76,3969.06,446.72,2696.69,825.66,3274.39,2852.69,421.7
TR42,2011,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,34412.0,10500.0,,30302.0,1489.29,12293.87,11338.11,1691.34,7813.36,7434.07,379.29,3766.17,399.75,2496.48,869.94,3248.79,2796.14,452.64
TR42,2012,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,38589.0,11500.0,,34093.0,1672.59,13276.79,12038.21,2238.29,8964.18,8487.85,476.33,4229.39,484.6,2730.96,1013.83,3712.01,3240.19,471.81
TR42,2013,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,40824.0,12000.0,,35800.0,1346.73,14294.87,13104.67,2545.39,9336.34,8851.03,485.3,4443.78,550.4,2748.01,1145.37,3833.58,3335.17,498.41
TR42,2014,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,40786.0,11700.0,,36096.0,1573.31,14354.66,13191.82,2611.19,9431.75,8965.73,466.02,4300.32,521.58,2598.42,1180.32,3825.7,3339.38,486.32
TR42,2015,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,45625.0,12800.0,,40232.0,1822.73,16330.67,15145.4,2671.11,10578.16,10046.79,531.38,4738.19,624.86,2742.12,1371.21,4091.23,3574.31,516.92
TR42,2016,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,45490.0,12400.0,,40127.0,1415.05,16143.15,15082.17,2707.7,10479.65,9997.47,482.18,5006.41,711.2,2797.89,1497.32,4375.53,3822.58,552.94
TR42,2017,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,45821.0,12200.0,,40646.0,1315.03,17339.19,16214.0,2628.59,10538.36,10097.72,440.64,4777.76,657.81,2508.98,1610.97,4048.06,3443.1,604.96
TR42,2018,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,41066.0,10700.0,,36817.0,1015.94,16812.32,15873.14,1894.91,9579.75,9192.21,387.54,3901.22,512.8,2093.69,1294.73,3613.1,3145.48,467.63
TR42,2019,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,40346.0,10300.0,,36329.0,1278.54,15758.5,14902.25,1472.01,9796.62,9382.93,413.69,4036.55,520.86,2107.57,1408.11,3987.67,3485.6,502.07
TR42,2020,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,38477.0,9600.0,,34204.0,1152.88,15456.31,14696.77,1292.93,9009.3,8605.06,404.24,3688.44,562.46,1855.26,1270.72,3605.08,3172.33,432.75
TR42,2021,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,45651.0,11200.0,,40822.0,1114.98,20851.45,19912.98,1582.79,10380.99,9915.94,465.05,3404.2,461.85,1629.91,1312.45,3488.19,3051.82,436.36
TR42,2022,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,55691.0,13400.0,,49848.0,1405.26,24829.33,23389.67,1892.15,14205.91,13630.04,575.87,3781.61,730.85,1526.86,1523.9,3734.03,3270.06,463.97
TR42,2023,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",2,TR,Türkiye,0,66413.0,15800.0,,58886.0,1573.83,27085.42,25618.09,2643.09,17596.31,16756.62,839.69,4878.61,805.29,1956.69,2116.64,5109.33,4502.63,606.7
TR51,2008,Ankara,2,TR,Türkiye,0,50065.0,11100.0,,44616.0,923.32,7560.49,5088.92,5779.69,12152.74,9931.78,2220.96,8372.15,1728.28,4062.34,2581.52,9827.8,7714.68,2113.12
TR51,2009,Ankara,2,TR,Türkiye,0,44835.0,9700.0,,40018.0,1064.17,6623.62,4382.5,4207.53,9954.86,7995.73,1959.13,8434.88,2193.38,3823.26,2418.24,9733.76,7606.82,2126.93
TR51,2010,Ankara,2,TR,Türkiye,0,55138.0,11700.0,,48522.0,1303.02,8333.48,5199.42,5663.73,11884.47,9576.12,2308.35,9471.26,2032.3,4589.61,2849.36,11866.66,9253.28,2613.38
TR51,2011,Ankara,2,TR,Türkiye,0,56215.0,11600.0,,49501.0,1234.11,8664.03,5877.38,6842.59,11972.79,9763.65,2209.14,9077.72,1776.96,4256.81,3043.95,11710.4,9025.94,2684.46
TR51,2012,Ankara,2,TR,Türkiye,0,63329.0,12900.0,,55950.0,1194.23,9864.76,6641.89,6818.17,14252.12,11602.48,2649.64,10350.25,2199.41,4593.17,3557.67,13471.06,10472.72,2998.34
TR51,2013,Ankara,2,TR,Türkiye,0,69038.0,13800.0,,60542.0,1207.09,11095.66,7337.53,8180.34,15001.68,12202.06,2799.62,10977.37,2474.85,4528.88,3973.64,14080.77,10676.35,3404.41
TR51,2014,Ankara,2,TR,Türkiye,0,65827.0,12900.0,,58258.0,1050.99,10586.02,7344.31,7437.63,14656.69,12009.62,2647.07,10500.77,2176.64,4286.47,4037.66,14026.13,10690.48,3335.65
TR51,2015,Ankara,2,TR,Türkiye,0,71653.0,13800.0,,63183.0,1257.13,11049.31,8039.16,7781.85,16732.87,13636.66,3096.21,11487.75,2329.37,4432.85,4725.53,14874.35,11277.12,3597.23
TR51,2016,Ankara,2,TR,Türkiye,0,74858.0,14100.0,,66033.0,1226.18,11051.02,8140.87,8547.97,17638.51,14497.59,3140.93,11973.79,2485.62,4449.22,5038.94,15596.48,12025.45,3571.03
TR51,2017,Ankara,2,TR,Türkiye,0,69609.0,12900.0,,61748.0,1086.44,11152.91,8310.2,8179.81,15909.42,12667.15,3242.27,11514.9,2331.7,4046.64,5136.56,13904.86,10826.6,3078.26
TR51,2018,Ankara,2,TR,Türkiye,0,58801.0,10700.0,,52717.0,1021.6,10632.32,8446.52,5732.78,13661.07,10554.11,3106.96,8908.32,1760.37,3318.66,3829.28,12761.52,10019.78,2741.74
TR51,2019,Ankara,2,TR,Türkiye,0,62810.0,11300.0,,56557.0,1081.63,11578.33,9293.06,5015.95,14652.21,11394.78,3257.42,8935.92,1716.88,3382.81,3836.23,15293.05,11047.63,4245.42
TR51,2020,Ankara,2,TR,Türkiye,0,59715.0,10600.0,,53085.0,1050.23,10557.79,8312.18,4370.27,13375.91,10116.57,3259.34,8440.48,1960.71,3015.35,3464.42,15290.76,10042.65,5248.11
TR51,2021,Ankara,2,TR,Türkiye,0,63777.0,11200.0,,57031.0,854.07,12425.03,9624.72,4130.88,15473.74,11898.91,3574.83,7923.13,1608.01,2619.64,3695.48,16224.25,9508.16,6716.09
TR51,2022,Ankara,2,TR,Türkiye,0,76387.0,13300.0,,68372.0,1360.29,17278.68,13154.48,4375.62,18875.28,15153.17,3722.11,8862.98,2301.24,2286.2,4275.54,17620.03,10061.91,7558.12
TR51,2023,Ankara,2,TR,Türkiye,0,98552.0,17000.0,,87383.0,1724.12,19589.57,15999.21,5812.48,24998.53,20410.87,4587.65,11264.21,2461.53,3138.78,5663.9,23994.55,13537.33,10457.21
TR52,2008,"Konya, Karaman",2,TR,Türkiye,0,11805.0,5400.0,,10520.0,2055.65,2046.42,1799.15,524.0,2568.85,2446.12,122.73,1690.19,154.16,1191.74,344.29,1635.79,1475.02,160.78
TR52,2009,"Konya, Karaman",2,TR,Türkiye,0,10811.0,4900.0,,9649.0,2185.35,1840.48,1611.47,359.34,2028.65,1917.36,111.29,1647.41,189.75,1136.37,321.29,1588.49,1450.57,137.92
TR52,2010,"Konya, Karaman",2,TR,Türkiye,0,13232.0,5900.0,,11644.0,2444.46,2257.22,1977.01,549.82,2565.35,2453.81,111.53,1872.03,187.77,1331.69,352.57,1955.52,1782.15,173.37
TR52,2011,"Konya, Karaman",2,TR,Türkiye,0,13925.0,6200.0,,12262.0,2807.62,2480.49,2199.91,650.61,2634.32,2528.2,106.12,1754.49,181.27,1217.88,355.34,1935.31,1749.06,186.25
TR52,2012,"Konya, Karaman",2,TR,Türkiye,0,16266.0,7100.0,,14371.0,3112.84,3049.44,2673.95,860.08,3080.46,2962.17,118.29,2033.53,231.67,1333.6,468.26,2235.1,2022.06,213.04
TR52,2013,"Konya, Karaman",2,TR,Türkiye,0,17274.0,7500.0,,15148.0,3394.61,3227.15,2821.57,1025.74,3136.11,3013.52,122.59,2088.0,276.77,1320.87,490.36,2277.02,2073.92,203.1
TR52,2014,"Konya, Karaman",2,TR,Türkiye,0,17126.0,7300.0,,15156.0,3304.66,3284.59,2894.98,1084.46,3180.07,3060.91,119.16,2036.33,262.3,1264.67,509.36,2266.8,2057.09,209.71
TR52,2015,"Konya, Karaman",2,TR,Türkiye,0,18723.0,7900.0,,16510.0,3627.54,3662.55,3224.13,1213.36,3350.81,3235.55,115.26,2265.43,309.57,1365.75,590.1,2390.44,2183.19,207.25
TR52,2016,"Konya, Karaman",2,TR,Türkiye,0,18812.0,7900.0,,16594.0,3282.08,3663.47,3193.37,1344.2,3350.86,3250.82,100.04,2391.31,349.42,1385.62,656.27,2562.49,2350.97,211.52
TR52,2017,"Konya, Karaman",2,TR,Türkiye,0,18088.0,7500.0,,16046.0,3188.08,3730.51,3308.17,1279.45,3308.81,3208.89,99.91,2227.93,334.32,1233.88,659.74,2311.26,2107.84,203.42
TR52,2018,"Konya, Karaman",2,TR,Türkiye,0,15761.0,6500.0,,14130.0,2980.48,3488.58,3059.83,885.54,2908.08,2828.49,79.59,1763.77,250.02,1018.99,494.76,2104.52,1926.82,177.7
TR52,2019,"Konya, Karaman",2,TR,Türkiye,0,16268.0,6600.0,,14648.0,3362.18,3575.08,3056.46,654.16,3005.38,2927.96,77.41,1740.2,253.45,1025.47,461.28,2311.59,2122.82,188.77
TR52,2020,"Konya, Karaman",2,TR,Türkiye,0,15557.0,6200.0,,13829.0,3053.1,3688.96,3171.89,658.1,2687.3,2611.34,75.96,1626.36,281.09,920.88,424.38,2115.94,1952.5,163.44
TR52,2021,"Konya, Karaman",2,TR,Türkiye,0,15927.0,6300.0,,14242.0,2755.33,4174.57,3608.93,729.9,3076.01,2988.53,87.48,1478.38,233.35,783.17,461.87,2028.61,1871.81,156.8
TR52,2022,"Konya, Karaman",2,TR,Türkiye,0,20751.0,8100.0,,18574.0,4215.51,5715.88,4865.38,686.63,4131.91,4029.48,102.43,1651.91,341.46,758.01,552.44,2172.91,1991.12,181.79
TR52,2023,"Konya, Karaman",2,TR,Türkiye,0,24568.0,9600.0,,21784.0,4887.47,5946.86,5154.45,940.68,4926.44,4790.72,135.72,2095.9,352.19,1004.34,739.36,2986.81,2747.29,239.52
TR61,2008,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,20612.0,8300.0,,18368.0,2633.63,1787.58,1361.79,1384.5,6162.65,5915.6,247.04,3979.0,331.36,2498.65,1148.99,2421.25,1975.38,445.86
TR61,2009,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,18838.0,7400.0,,16814.0,2623.75,1570.28,1147.86,1026.04,5399.04,5179.83,219.21,3818.47,445.12,2302.49,1070.85,2377.1,1957.61,419.49
TR61,2010,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,24400.0,9200.0,,21472.0,4172.07,1974.68,1442.22,1211.56,6685.0,6461.68,223.31,4486.47,444.32,2676.21,1365.94,2943.06,2430.78,512.28
TR61,2011,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,24913.0,9200.0,,21937.0,3605.0,2144.85,1602.53,1361.79,7494.94,7280.4,214.53,4397.84,427.03,2452.18,1518.64,2933.39,2408.82,524.57
TR61,2012,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,27877.0,10200.0,,24629.0,3703.54,2417.89,1793.5,1687.75,8468.28,8231.07,237.2,4938.99,533.9,2674.49,1730.61,3412.58,2798.86,613.72
TR61,2013,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,28970.0,10400.0,,25405.0,3254.11,2696.75,2029.79,1882.48,8929.65,8693.16,236.49,5065.47,606.26,2668.96,1790.24,3576.76,2933.55,643.21
TR61,2014,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,28928.0,10100.0,,25602.0,3111.13,2867.24,2177.38,1848.49,9079.02,8854.21,224.81,5124.17,589.91,2574.51,1959.75,3572.45,2904.07,668.38
TR61,2015,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,31032.0,10600.0,,27364.0,3265.93,3059.34,2273.17,2034.7,9520.12,9286.65,233.48,5705.45,685.51,2737.9,2282.04,3778.69,3106.5,672.19
TR61,2016,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,28312.0,9500.0,,24974.0,3045.69,2990.39,2166.88,2203.26,7354.28,7125.66,228.62,5493.76,757.25,2785.87,1950.64,3887.17,3298.59,588.58
TR61,2017,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,27712.0,9100.0,,24582.0,2917.61,3035.3,2187.42,1752.63,8034.77,7821.18,213.58,5247.14,698.44,2376.78,2171.92,3595.4,2973.28,622.12
TR61,2018,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,26155.0,8400.0,,23449.0,2292.02,2842.6,2050.7,1318.08,8878.23,8704.55,173.68,4720.85,539.13,1962.35,2219.36,3397.29,2781.54,615.75
TR61,2019,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,28215.0,8900.0,,25406.0,2766.63,2839.63,2090.21,1107.86,9852.95,9652.49,200.46,5025.57,541.89,1998.25,2485.43,3813.44,3115.27,698.18
TR61,2020,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,20322.0,6300.0,,18065.0,2538.55,2573.06,1881.89,919.82,5387.6,5199.95,187.65,3461.58,592.98,1795.44,1073.16,3185.16,2803.66,381.51
TR61,2021,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,24260.0,7400.0,,21694.0,2392.04,3213.48,2411.07,1105.6,7920.36,7730.69,189.67,3793.26,496.39,1614.17,1682.7,3269.39,2725.14,544.26
TR61,2022,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,34388.0,10200.0,,30780.0,3553.59,4466.36,3135.94,1602.54,12555.91,12351.5,204.41,4877.11,718.24,1584.65,2574.22,3725.0,2985.28,739.71
TR61,2023,"Antalya, Isparta, Burdur",2,TR,Türkiye,0,43018.0,12600.0,,38143.0,4213.33,4736.69,3544.22,2359.06,15561.66,15284.08,277.58,6283.47,778.53,2192.23,3312.7,4989.35,4070.41,918.93
TR62,2008,"Adana, Mersin",2,TR,Türkiye,0,20435.0,5700.0,,18210.0,2874.49,2874.36,2354.99,1070.64,6183.58,5929.13,254.45,2415.01,370.31,1431.79,612.9,2792.89,2459.12,333.77
TR62,2009,"Adana, Mersin",2,TR,Türkiye,0,18227.0,5000.0,,16269.0,2715.42,2452.78,1956.81,776.38,5051.93,4814.88,237.06,2535.79,513.11,1439.34,583.33,2737.3,2426.16,311.13
TR62,2010,"Adana, Mersin",2,TR,Türkiye,0,22737.0,6100.0,,20009.0,3419.81,3280.87,2654.87,1124.92,5902.9,5651.79,251.11,2925.56,499.94,1755.46,670.16,3355.11,2957.85,397.25
TR62,2011,"Adana, Mersin",2,TR,Türkiye,0,22912.0,6100.0,,20176.0,3085.4,3628.6,2971.46,1346.46,6013.28,5780.53,232.75,2775.0,475.64,1625.86,673.5,3327.72,2907.24,420.48
TR62,2012,"Adana, Mersin",2,TR,Türkiye,0,26123.0,6900.0,,23080.0,3126.9,4251.52,3384.16,1630.16,7011.85,6740.79,271.05,3212.64,572.06,1786.35,854.23,3847.04,3381.25,465.79
TR62,2013,"Adana, Mersin",2,TR,Türkiye,0,26911.0,7000.0,,23599.0,2844.96,4495.65,3550.33,1757.76,7256.45,7004.7,251.74,3312.97,630.71,1775.16,907.09,3932.13,3447.74,484.39
TR62,2014,"Adana, Mersin",2,TR,Türkiye,0,26388.0,6800.0,,23354.0,2775.07,4591.66,3670.71,1754.57,7100.74,6874.97,225.77,3236.53,620.81,1696.07,919.65,3896.07,3435.38,460.69
TR62,2015,"Adana, Mersin",2,TR,Türkiye,0,29041.0,7400.0,,25608.0,3126.92,4989.44,3921.18,1908.52,7900.45,7655.05,245.4,3564.75,704.65,1814.72,1045.38,4117.97,3660.29,457.68
TR62,2016,"Adana, Mersin",2,TR,Türkiye,0,29856.0,7600.0,,26336.0,3031.05,5009.34,3999.81,2053.17,8071.23,7841.05,230.19,3769.27,766.96,1833.07,1169.23,4402.73,3914.34,488.39
TR62,2017,"Adana, Mersin",2,TR,Türkiye,0,28275.0,7100.0,,25082.0,2885.59,5030.83,4163.32,2082.82,7532.1,7316.58,215.52,3549.9,719.6,1678.74,1151.56,4001.18,3548.31,452.88
TR62,2018,"Adana, Mersin",2,TR,Türkiye,0,24049.0,6000.0,,21561.0,2423.2,4553.36,3764.62,1467.6,6630.13,6459.26,170.86,2922.28,555.81,1364.38,1002.09,3564.72,3197.88,366.84
TR62,2019,"Adana, Mersin",2,TR,Türkiye,0,25344.0,6200.0,,22821.0,2879.72,4656.92,3724.54,1156.79,7157.72,6976.1,181.61,3034.92,560.06,1378.37,1096.49,3935.64,3533.67,401.97
TR62,2020,"Adana, Mersin",2,TR,Türkiye,0,24486.0,6000.0,,21768.0,2664.51,4688.1,3824.12,1323.88,6719.49,6534.11,185.37,2830.14,604.73,1211.19,1014.22,3541.98,3188.46,353.52
TR62,2021,"Adana, Mersin",2,TR,Türkiye,0,27060.0,6500.0,,24197.0,2661.58,5970.18,5064.24,1656.13,8001.04,7827.1,173.94,2518.81,513.69,1051.34,953.78,3389.91,3036.38,353.54
TR62,2022,"Adana, Mersin",2,TR,Türkiye,0,35501.0,8500.0,,31776.0,3913.08,7867.34,6431.2,2517.05,11173.95,11001.8,172.15,2748.79,713.81,1007.33,1027.65,3556.55,3186.52,370.04
TR62,2023,"Adana, Mersin",2,TR,Türkiye,0,42447.0,10100.0,,37636.0,4302.26,7509.05,6213.03,4006.16,13464.43,13244.37,220.05,3496.08,820.1,1200.81,1475.17,4858.79,4414.55,444.24
TR63,2008,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,12923.0,4500.0,,11517.0,1896.68,2714.11,2168.73,761.93,2674.26,2572.62,101.64,1624.71,135.96,1193.92,294.82,1845.48,1671.32,174.17
TR63,2009,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,11479.0,3900.0,,10246.0,1729.08,2219.58,1703.84,539.57,2289.71,2201.04,88.67,1661.16,164.75,1219.81,276.59,1807.29,1658.86,148.43
TR63,2010,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,14802.0,5000.0,,13026.0,2241.82,3293.52,2534.78,808.16,2453.02,2365.93,87.09,1992.26,162.98,1514.08,315.2,2237.92,2045.42,192.5
TR63,2011,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,15002.0,5000.0,,13210.0,2113.23,3634.17,3100.91,877.93,2489.36,2416.05,73.31,1889.27,154.38,1435.63,299.26,2206.64,2004.33,202.31
TR63,2012,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,16421.0,5400.0,,14508.0,2042.47,3634.22,2980.21,1064.28,3050.26,2977.43,72.83,2173.34,193.7,1586.83,392.81,2543.62,2318.74,224.87
TR63,2013,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,17491.0,5700.0,,15339.0,1830.28,4288.59,3585.34,1196.56,3169.9,3105.92,63.98,2232.95,217.6,1602.18,413.18,2621.06,2388.29,232.77
TR63,2014,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,17061.0,5500.0,,15099.0,1693.14,4218.92,3594.22,1215.43,3162.6,3096.74,65.86,2185.34,210.93,1534.0,440.41,2624.14,2404.4,219.74
TR63,2015,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,18898.0,6000.0,,16664.0,2035.68,4352.21,3588.34,1316.44,3644.31,3570.79,73.52,2479.22,238.42,1726.75,514.05,2836.3,2600.42,235.88
TR63,2016,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,19594.0,6200.0,,17284.0,1678.97,4803.21,4065.76,1323.86,3787.64,3713.48,74.16,2635.65,265.86,1740.41,629.38,3055.48,2806.75,248.73
TR63,2017,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,19235.0,6000.0,,17062.0,1585.88,5464.29,4793.21,1240.2,3568.73,3505.37,63.36,2418.87,257.47,1535.63,625.78,2784.83,2562.65,222.18
TR63,2018,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,16924.0,5200.0,,15173.0,1307.45,5445.42,4617.82,834.62,3119.26,3067.19,52.07,1877.88,198.14,1219.96,459.78,2588.53,2398.71,189.81
TR63,2019,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,16761.0,5100.0,,15093.0,1492.7,4886.78,3884.68,652.74,3293.8,3238.15,55.65,1848.54,197.97,1209.09,441.48,2918.67,2717.28,201.39
TR63,2020,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,15902.0,4700.0,,14136.0,1397.72,4567.07,3755.64,752.9,3068.3,3021.96,46.35,1656.31,219.96,1049.95,386.4,2694.55,2523.51,171.04
TR63,2021,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,18705.0,5500.0,,16726.0,1434.18,6829.71,5937.01,715.51,3656.48,3605.89,50.59,1481.84,171.67,900.08,410.09,2608.92,2441.18,167.74
TR63,2022,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,22844.0,6700.0,,20447.0,2204.59,7729.24,6444.42,813.91,5268.03,5202.45,65.59,1634.01,274.37,899.01,460.63,2798.03,2609.44,188.59
TR63,2023,"Hatay, Kahramanmaraş, Osmaniye",2,TR,Türkiye,0,25997.0,7800.0,,23050.0,2376.22,6794.61,5497.82,2297.08,5810.77,5734.12,76.65,1978.58,264.42,1028.04,686.13,3793.61,3562.19,231.42
TR71,2008,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,7162.0,4800.0,,6383.0,1310.61,1202.86,1049.36,411.61,1245.76,1177.46,68.3,967.9,105.27,720.54,142.09,1244.31,1131.87,112.44
TR71,2009,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,6587.0,4400.0,,5879.0,1521.16,943.13,800.47,269.1,1000.73,940.31,60.42,922.72,128.14,661.03,133.54,1223.15,1122.31,100.84
TR71,2010,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,8551.0,5700.0,,7525.0,2004.78,1263.96,1090.87,404.85,1270.9,1212.26,58.64,1080.94,123.96,802.09,154.9,1500.35,1367.05,133.3
TR71,2011,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,8650.0,5800.0,,7617.0,1885.75,1434.17,1266.82,441.65,1327.31,1273.18,54.13,1053.04,117.18,768.29,167.57,1475.61,1341.28,134.33
TR71,2012,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,9524.0,6400.0,,8415.0,1897.07,1596.98,1367.2,527.58,1505.2,1452.47,52.73,1204.59,145.47,849.71,209.4,1683.75,1548.08,135.66
TR71,2013,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,9787.0,6500.0,,8583.0,1894.99,1630.91,1434.08,557.15,1540.47,1497.93,42.54,1237.22,155.07,865.38,216.77,1722.44,1579.84,142.6
TR71,2014,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,9716.0,6400.0,,8599.0,1907.09,1583.64,1383.88,571.68,1616.3,1571.97,44.33,1209.39,146.27,825.32,237.8,1711.36,1571.57,139.8
TR71,2015,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,10824.0,7200.0,,9544.0,2276.49,1749.52,1510.27,714.57,1677.57,1627.21,50.37,1323.73,172.95,890.36,260.42,1802.71,1660.64,142.06
TR71,2016,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,10648.0,7000.0,,9393.0,1891.62,1700.73,1428.31,829.13,1673.21,1625.99,47.22,1370.9,189.73,894.71,286.46,1927.65,1770.52,157.13
TR71,2017,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,10373.0,6700.0,,9202.0,1889.09,1911.44,1593.89,773.6,1685.44,1646.76,38.69,1220.51,177.75,748.28,294.48,1721.93,1569.64,152.29
TR71,2018,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,8998.0,5700.0,,8067.0,1753.31,1743.62,1491.61,551.07,1517.16,1488.11,29.05,932.95,135.06,592.79,205.1,1569.33,1434.58,134.75
TR71,2019,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,9161.0,5700.0,,8249.0,1923.11,1645.5,1382.86,399.81,1617.36,1587.75,29.61,936.43,136.5,582.47,217.46,1726.9,1576.5,150.4
TR71,2020,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,8636.0,5400.0,,7677.0,1832.66,1527.84,1235.21,495.55,1419.04,1393.85,25.19,841.24,149.18,505.46,186.6,1561.04,1439.12,121.92
TR71,2021,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,9010.0,5600.0,,8057.0,1655.38,2145.31,1826.99,448.33,1581.7,1555.71,25.99,747.39,120.53,428.91,197.94,1479.16,1367.76,111.39
TR71,2022,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,12277.0,7600.0,,10989.0,2617.2,3390.25,2894.92,434.05,2148.27,2116.17,32.1,805.67,188.79,373.51,243.37,1594.33,1456.36,137.97
TR71,2023,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",2,TR,Türkiye,0,14619.0,8900.0,,12962.0,3005.9,3426.34,2946.93,608.46,2751.31,2705.69,45.62,974.95,194.87,442.3,337.77,2195.56,2017.95,177.62
TR72,2008,"Kayseri, Sivas, Yozgat",2,TR,Türkiye,0,12833.0,5600.0,,11436.0,1379.75,2716.27,2366.6,824.1,2717.75,2602.39,115.36,1747.34,190.54,1213.59,343.22,2051.68,1833.43,218.25
TR72,2009,"Kayseri, Sivas, Yozgat",2,TR,Türkiye,0,11352.0,4900.0,,10133.0,1442.65,2143.1,1807.28,659.8,2099.14,1996.08,103.05,1796.16,232.21,1241.07,322.88,1992.41,1802.08,190.33
TR72,2010,"Kayseri, Sivas, Yozgat",2,TR,Türkiye,0,14525.0,6200.0,,12782.0,2088.78,2629.68,2210.38,952.38,2580.32,2470.14,110.18,2102.93,224.37,1502.21,376.35,2428.51,2200.65,227.86
TR72,2011,"Kayseri, Sivas, Yozgat",2,TR,Türkiye,0,14697.0,6300.0,,12942.0,2039.38,2866.31,2395.59,1153.56,2546.57,2444.73,101.84,1951.25,214.06,1357.53,379.66,2385.57,2137.96,247.61
