geo,year,geo_label,nuts_level,country_code,country_name,is_el_regional_unit,arrivals,arrivals_per_person,arrivals_per_km2,establishments,bed_places,bed_places_per_1k_persons,bed_places_per_km2,establishments_per_1k_persons,establishments_per_km2,gfcf_sector_ghi,nights_spent,nights_spent_per_person,nights_spent_per_km2,short_stay,short_stay_per_person,short_stay_per_km2
HU22,2020,Nyugat-Dunántúl,2,HU,Hungary,0,1021075.0,1.045,90.137,,,,,,,460.42,2932768.0,3.002,258.895,294303.0,0.301,25.98
HU22,2021,Nyugat-Dunántúl,2,HU,Hungary,0,1162922.0,1.187,102.659,595.0,53111.0,54.225,4.688,0.607,0.053,457.09,3365820.0,3.436,297.124,324058.0,0.331,28.607
HU22,2022,Nyugat-Dunántúl,2,HU,Hungary,0,1969123.0,2.01,173.828,642.0,51156.0,52.214,4.516,0.655,0.057,518.31,5471517.0,5.585,483.008,567332.0,0.579,50.082
HU22,2023,Nyugat-Dunántúl,2,HU,Hungary,0,1983926.0,2.018,175.135,618.0,49175.0,50.029,4.341,0.629,0.055,,5242339.0,5.333,462.777,665620.0,0.677,58.759
HU22,2024,Nyugat-Dunántúl,2,HU,Hungary,0,2149107.0,2.189,189.716,606.0,50217.0,51.16,4.433,0.617,0.053,,5528461.0,5.632,488.035,656235.0,0.669,57.93
HU23,2008,Dél-Dunántúl,2,HU,Hungary,0,802833.0,0.836,,513.0,53527.0,55.752,,0.534,,330.34,2268607.0,2.363,,,,
HU23,2009,Dél-Dunántúl,2,HU,Hungary,0,739273.0,0.776,,489.0,50398.0,52.885,,0.513,,534.31,2075975.0,2.178,,,,
HU23,2010,Dél-Dunántúl,2,HU,Hungary,0,701772.0,0.74,,477.0,56141.0,59.221,,0.503,,354.68,1858431.0,1.96,,,,
HU23,2011,Dél-Dunántúl,2,HU,Hungary,0,638682.0,0.679,,420.0,42899.0,45.609,,0.447,,204.43,1643208.0,1.747,,,,
HU23,2012,Dél-Dunántúl,2,HU,Hungary,0,896424.0,0.963,,718.0,64950.0,69.748,,0.771,,164.3,2507817.0,2.693,,,,
HU23,2013,Dél-Dunántúl,2,HU,Hungary,0,976652.0,1.056,68.793,716.0,103568.0,111.978,7.295,0.774,0.05,195.17,2810969.0,3.039,197.997,,,
HU23,2014,Dél-Dunántúl,2,HU,Hungary,0,1052713.0,1.148,74.15,768.0,107597.0,117.354,7.579,0.838,0.054,194.66,2979240.0,3.249,209.85,,,
HU23,2015,Dél-Dunántúl,2,HU,Hungary,0,1106010.0,1.218,77.904,781.0,107330.0,118.153,7.56,0.86,0.055,233.39,3059262.0,3.368,215.487,,,
HU23,2016,Dél-Dunántúl,2,HU,Hungary,0,1176115.0,1.307,82.843,779.0,106681.0,118.529,7.514,0.866,0.055,222.73,3174225.0,3.527,223.584,,,
HU23,2017,Dél-Dunántúl,2,HU,Hungary,0,1174216.0,1.315,82.709,774.0,77557.0,86.824,5.463,0.866,0.055,235.85,3180016.0,3.56,223.992,,,
HU23,2018,Dél-Dunántúl,2,HU,Hungary,0,1167350.0,1.318,82.225,780.0,77554.0,87.552,5.463,0.881,0.055,249.29,3228481.0,3.645,227.406,525157.0,0.593,36.991
HU23,2019,Dél-Dunántúl,2,HU,Hungary,0,1191643.0,1.357,83.936,751.0,76438.0,87.019,5.384,0.855,0.053,369.13,3211046.0,3.656,226.178,600698.0,0.684,42.312
HU23,2020,Dél-Dunántúl,2,HU,Hungary,0,711899.0,0.815,50.144,,,,,,,259.34,1966457.0,2.252,138.512,406918.0,0.466,28.662
HU23,2021,Dél-Dunántúl,2,HU,Hungary,0,788369.0,0.906,55.531,647.0,55240.0,63.514,3.891,0.744,0.046,422.84,2183698.0,2.511,153.814,419907.0,0.483,29.577
HU23,2022,Dél-Dunántúl,2,HU,Hungary,0,1155346.0,1.339,81.38,674.0,59131.0,68.513,4.165,0.781,0.047,460.51,2958943.0,3.428,208.42,665614.0,0.771,46.884
HU23,2023,Dél-Dunántúl,2,HU,Hungary,0,1089900.0,1.269,76.77,682.0,58081.0,67.64,4.091,0.794,0.048,,2725459.0,3.174,191.974,770499.0,0.897,54.272
HU23,2024,Dél-Dunántúl,2,HU,Hungary,0,1133435.0,1.33,79.836,681.0,65318.0,76.627,4.601,0.799,0.048,,2761683.0,3.24,194.526,879634.0,1.032,61.959
HU31,2008,Észak-Magyarország,2,HU,Hungary,0,683612.0,0.553,,477.0,37071.0,29.976,,0.386,,376.09,1540998.0,1.246,,,,
HU31,2009,Észak-Magyarország,2,HU,Hungary,0,635315.0,0.519,,477.0,34685.0,28.355,,0.39,,210.34,1440708.0,1.178,,,,
HU31,2010,Észak-Magyarország,2,HU,Hungary,0,613168.0,0.507,,447.0,34754.0,28.743,,0.37,,212.84,1409932.0,1.166,,,,
HU31,2011,Észak-Magyarország,2,HU,Hungary,0,654881.0,0.548,,444.0,35248.0,29.504,,0.372,,236.09,1522431.0,1.274,,,,
HU31,2012,Észak-Magyarország,2,HU,Hungary,0,782085.0,0.651,,648.0,47069.0,39.197,,0.54,,195.27,1837221.0,1.53,,,,
HU31,2013,Észak-Magyarország,2,HU,Hungary,0,875199.0,0.736,65.187,623.0,49424.0,41.564,3.681,0.524,0.046,213.14,2072053.0,1.743,154.331,,,
HU31,2014,Észak-Magyarország,2,HU,Hungary,0,986113.0,0.838,73.448,631.0,48330.0,41.088,3.6,0.536,0.047,263.56,2342963.0,1.992,174.509,,,
HU31,2015,Észak-Magyarország,2,HU,Hungary,0,1077974.0,0.926,80.29,676.0,48930.0,42.043,3.644,0.581,0.05,206.14,2509657.0,2.156,186.925,,,
HU31,2016,Észak-Magyarország,2,HU,Hungary,0,1144030.0,0.993,85.21,704.0,47921.0,41.574,3.569,0.611,0.052,255.65,2648531.0,2.298,197.269,,,
HU31,2017,Észak-Magyarország,2,HU,Hungary,0,1246938.0,1.091,92.875,701.0,50252.0,43.969,3.743,0.613,0.052,233.26,2903993.0,2.541,216.296,,,
HU31,2018,Észak-Magyarország,2,HU,Hungary,0,1280516.0,1.129,95.376,716.0,47295.0,41.712,3.523,0.631,0.053,285.87,2966088.0,2.616,220.921,240944.0,0.213,17.946
HU31,2019,Észak-Magyarország,2,HU,Hungary,0,1305360.0,1.16,97.226,673.0,45076.0,40.061,3.357,0.598,0.05,342.09,2973866.0,2.643,221.501,260023.0,0.231,19.367
HU31,2020,Észak-Magyarország,2,HU,Hungary,0,725255.0,0.649,54.019,,,,,,,327.08,1732568.0,1.551,129.046,149841.0,0.134,11.161
HU31,2021,Észak-Magyarország,2,HU,Hungary,0,743250.0,0.669,55.359,587.0,38056.0,34.248,2.835,0.528,0.044,472.35,1847266.0,1.662,137.589,163467.0,0.147,12.175
HU31,2022,Észak-Magyarország,2,HU,Hungary,0,1146866.0,1.041,85.421,596.0,38889.0,35.31,2.897,0.541,0.044,558.12,2619973.0,2.379,195.142,290907.0,0.264,21.667
HU31,2023,Észak-Magyarország,2,HU,Hungary,0,1199825.0,1.097,89.366,564.0,37112.0,33.93,2.764,0.516,0.042,,2642119.0,2.416,196.791,352485.0,0.322,26.254
HU31,2024,Észak-Magyarország,2,HU,Hungary,0,1202798.0,1.11,89.587,541.0,36845.0,34.011,2.744,0.499,0.04,,2612737.0,2.412,194.603,365259.0,0.337,27.205
HU32,2008,Észak-Alföld,2,HU,Hungary,0,689912.0,0.456,,383.0,39799.0,26.287,,0.253,,579.77,2011800.0,1.329,,,,
HU32,2009,Észak-Alföld,2,HU,Hungary,0,630957.0,0.42,,383.0,39712.0,26.432,,0.255,,398.21,1802810.0,1.2,,,,
HU32,2010,Észak-Alföld,2,HU,Hungary,0,613301.0,0.411,,383.0,39356.0,26.369,,0.257,,326.02,1813097.0,1.215,,,,
HU32,2011,Észak-Alföld,2,HU,Hungary,0,601827.0,0.406,,380.0,38626.0,26.065,,0.256,,349.8,1687804.0,1.139,,,,
HU32,2012,Észak-Alföld,2,HU,Hungary,0,656402.0,0.438,,491.0,44577.0,29.742,,0.328,,440.72,1866326.0,1.245,,,,
HU32,2013,Észak-Alföld,2,HU,Hungary,0,690489.0,0.464,38.96,503.0,46564.0,31.262,2.627,0.338,0.028,379.3,1948492.0,1.308,109.941,,,
HU32,2014,Észak-Alföld,2,HU,Hungary,0,779067.0,0.526,43.958,513.0,51201.0,34.595,2.889,0.347,0.029,476.35,2132176.0,1.441,120.306,,,
HU32,2015,Észak-Alföld,2,HU,Hungary,0,847085.0,0.575,47.796,544.0,51138.0,34.712,2.885,0.369,0.031,264.64,2295445.0,1.558,129.518,,,
HU32,2016,Észak-Alföld,2,HU,Hungary,0,880715.0,0.601,49.693,542.0,50948.0,34.744,2.875,0.37,0.031,317.08,2383293.0,1.625,134.475,,,
HU32,2017,Észak-Alföld,2,HU,Hungary,0,960351.0,0.658,54.187,544.0,50118.0,34.348,2.828,0.373,0.031,470.02,2535453.0,1.738,143.06,,,
HU32,2018,Észak-Alföld,2,HU,Hungary,0,1009154.0,0.696,56.94,555.0,47768.0,32.939,2.695,0.383,0.031,549.52,2686001.0,1.852,151.555,263341.0,0.182,14.859
HU32,2019,Észak-Alföld,2,HU,Hungary,0,1022042.0,0.71,57.668,530.0,46338.0,32.179,2.615,0.368,0.03,795.28,2690677.0,1.869,151.818,314250.0,0.218,17.731
HU32,2020,Észak-Alföld,2,HU,Hungary,0,549995.0,0.384,31.033,,,,,,,515.25,1444271.0,1.009,81.491,141954.0,0.099,8.01
HU32,2021,Észak-Alföld,2,HU,Hungary,0,591297.0,0.415,33.363,474.0,42421.0,29.801,2.394,0.333,0.027,1191.62,1615150.0,1.135,91.133,147491.0,0.104,8.322
HU32,2022,Észak-Alföld,2,HU,Hungary,0,902703.0,0.639,50.934,451.0,39184.0,27.74,2.211,0.319,0.025,889.48,2462340.0,1.743,138.935,306288.0,0.217,17.282
HU32,2023,Észak-Alföld,2,HU,Hungary,0,879824.0,0.626,49.643,442.0,39214.0,27.91,2.213,0.315,0.025,,2356600.0,1.677,132.968,354825.0,0.253,20.021
HU32,2024,Észak-Alföld,2,HU,Hungary,0,924192.0,0.661,52.146,434.0,35879.0,25.654,2.024,0.31,0.024,,2470393.0,1.766,139.389,387578.0,0.277,21.869
HU33,2008,Dél-Alföld,2,HU,Hungary,0,481630.0,0.361,,298.0,26846.0,20.117,,0.223,,492.23,1164155.0,0.872,,,,
HU33,2009,Dél-Alföld,2,HU,Hungary,0,442775.0,0.334,,297.0,26992.0,20.363,,0.224,,516.06,1060358.0,0.8,,,,
HU33,2010,Dél-Alföld,2,HU,Hungary,0,423928.0,0.322,,280.0,25266.0,19.167,,0.212,,567.32,1056326.0,0.801,,,,
HU33,2011,Dél-Alföld,2,HU,Hungary,0,459475.0,0.351,,309.0,27703.0,21.172,,0.236,,355.25,1153703.0,0.882,,,,
HU33,2012,Dél-Alföld,2,HU,Hungary,0,531762.0,0.41,,417.0,35141.0,27.109,,0.322,,316.91,1341493.0,1.035,,,,
HU33,2013,Dél-Alföld,2,HU,Hungary,0,552822.0,0.429,30.15,422.0,35670.0,27.711,1.945,0.328,0.023,325.75,1394672.0,1.083,76.062,,,
HU33,2014,Dél-Alföld,2,HU,Hungary,0,658852.0,0.516,35.932,457.0,38665.0,30.286,2.109,0.358,0.025,388.96,1621248.0,1.27,88.419,,,
HU33,2015,Dél-Alföld,2,HU,Hungary,0,734417.0,0.58,40.053,471.0,40388.0,31.879,2.203,0.372,0.026,286.32,1734979.0,1.369,94.621,,,
HU33,2016,Dél-Alföld,2,HU,Hungary,0,776198.0,0.617,42.332,496.0,41099.0,32.676,2.241,0.394,0.027,282.25,1848176.0,1.469,100.795,,,
HU33,2017,Dél-Alföld,2,HU,Hungary,0,876273.0,0.703,47.79,487.0,41128.0,33.004,2.243,0.391,0.027,347.01,2116192.0,1.698,115.412,,,
HU33,2018,Dél-Alföld,2,HU,Hungary,0,936018.0,0.756,51.048,488.0,39578.0,31.982,2.158,0.394,0.027,392.38,2197683.0,1.776,119.856,186232.0,0.15,10.157
HU33,2019,Dél-Alföld,2,HU,Hungary,0,948602.0,0.771,51.734,486.0,40297.0,32.761,2.198,0.395,0.027,562.87,2135010.0,1.736,116.438,203922.0,0.166,11.121
HU33,2020,Dél-Alföld,2,HU,Hungary,0,507715.0,0.415,27.69,,,,,,,422.96,1180633.0,0.965,64.389,92899.0,0.076,5.066
HU33,2021,Dél-Alföld,2,HU,Hungary,0,592765.0,0.488,32.328,431.0,36398.0,29.964,1.985,0.355,0.024,596.6,1406012.0,1.157,76.68,122224.0,0.101,6.666
HU33,2022,Dél-Alföld,2,HU,Hungary,0,885509.0,0.734,48.293,456.0,33160.0,27.487,1.808,0.378,0.025,1045.04,2009661.0,1.666,109.602,237062.0,0.197,12.929
HU33,2023,Dél-Alföld,2,HU,Hungary,0,920511.0,0.767,50.202,437.0,30678.0,25.562,1.673,0.364,0.024,,2061000.0,1.717,112.402,278786.0,0.232,15.204
HU33,2024,Dél-Alföld,2,HU,Hungary,0,972391.0,0.816,53.032,420.0,27814.0,23.335,1.517,0.352,0.023,,2125823.0,1.783,115.937,309663.0,0.26,16.888
HUZZ,2008,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2009,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2010,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2011,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2012,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2013,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2014,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2015,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2016,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2017,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2018,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2019,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2020,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2021,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
HUZZ,2022,Extra-Regio NUTS 2,2,HU,Hungary,0,,,,,,,,,,0.0,,,,,,
IE01,2008,"Border, Midland and Western (NUTS 2013)",2,IE,Ireland,0,,,,2684.0,62706.0,,,,,,,,,,,
IE01,2009,"Border, Midland and Western (NUTS 2013)",2,IE,Ireland,0,,,,2017.0,58297.0,,,,,,,,,,,
IE01,2010,"Border, Midland and Western (NUTS 2013)",2,IE,Ireland,0,,,,1877.0,51694.0,,,,,,,,,,,
IE01,2011,"Border, Midland and Western (NUTS 2013)",2,IE,Ireland,0,,,,1689.0,55297.0,,,,,,,,,,,
IE01,2012,"Border, Midland and Western (NUTS 2013)",2,IE,Ireland,0,,,,2288.0,59977.0,,,,,,,,,,,
IE01,2013,"Border, Midland and Western (NUTS 2013)",2,IE,Ireland,0,2430139.0,,73.036,1995.0,54874.0,,1.649,,0.06,,6859584.0,,206.161,,,
IE01,2014,"Border, Midland and Western (NUTS 2013)",2,IE,Ireland,0,2736426.0,,82.242,1872.0,55031.0,,1.654,,0.056,,7402448.0,,222.476,,,
IE01,2015,"Border, Midland and Western (NUTS 2013)",2,IE,Ireland,0,2750373.0,,82.661,1124.0,52892.0,,1.59,,0.034,,7082286.0,,212.854,,,
IE01,2016,"Border, Midland and Western (NUTS 2013)",2,IE,Ireland,0,2759440.0,,82.933,1124.0,52892.0,,1.59,,0.034,,7299099.0,,219.37,,,
IE02,2008,Southern and Eastern (NUTS 2013),2,IE,Ireland,0,,,,6746.0,169877.0,,,,,,,,,,,
IE02,2009,Southern and Eastern (NUTS 2013),2,IE,Ireland,0,,,,6457.0,161328.0,,,,,,,,,,,
IE02,2010,Southern and Eastern (NUTS 2013),2,IE,Ireland,0,,,,6040.0,130784.0,,,,,,,,,,,
IE02,2011,Southern and Eastern (NUTS 2013),2,IE,Ireland,0,,,,5424.0,141768.0,,,,,,,,,,,
IE02,2012,Southern and Eastern (NUTS 2013),2,IE,Ireland,0,,,,5810.0,159897.0,,,,,,,,,,,
IE02,2013,Southern and Eastern (NUTS 2013),2,IE,Ireland,0,7246291.0,,197.592,5474.0,156160.0,,4.258,,0.149,,21426850.0,,584.268,,,
IE02,2014,Southern and Eastern (NUTS 2013),2,IE,Ireland,0,7626828.0,,207.968,4702.0,150830.0,,4.113,,0.128,,21763934.0,,593.459,,,
IE02,2015,Southern and Eastern (NUTS 2013),2,IE,Ireland,0,8005274.0,,218.288,2021.0,146864.0,,4.005,,0.055,,22627768.0,,617.014,,,
IE02,2016,Southern and Eastern (NUTS 2013),2,IE,Ireland,0,7795651.0,,212.572,2021.0,146864.0,,4.005,,0.055,,23806569.0,,649.158,,,
IE04,2008,Northern and Western,2,IE,Ireland,0,,,,,,,,,,531.39,,,,,,
IE04,2009,Northern and Western,2,IE,Ireland,0,,,,,,,,,,408.61,,,,,,
IE04,2010,Northern and Western,2,IE,Ireland,0,,,,,,,,,,242.75,,,,,,
IE04,2011,Northern and Western,2,IE,Ireland,0,,,,,,,,,,159.8,,,,,,
IE04,2012,Northern and Western,2,IE,Ireland,0,,,,,,,,,,234.37,,,,,,
IE04,2013,Northern and Western,2,IE,Ireland,0,,,,,,,,,,305.44,,,,,,
IE04,2014,Northern and Western,2,IE,Ireland,0,,,,,,,,,,307.74,,,,,,
IE04,2015,Northern and Western,2,IE,Ireland,0,,,,,,,,,,182.94,,,,,,
IE04,2016,Northern and Western,2,IE,Ireland,0,,,,,,,,,,523.65,,,,,,
IE04,2017,Northern and Western,2,IE,Ireland,0,,,,976.0,45804.0,53.783,,1.146,,394.69,,,,,,
IE04,2018,Northern and Western,2,IE,Ireland,0,3118978.0,3.626,120.909,850.0,51181.0,59.502,1.984,0.988,0.033,377.99,8652764.0,10.059,335.43,1440825.0,1.675,55.855
IE04,2019,Northern and Western,2,IE,Ireland,0,2908955.0,3.334,112.768,850.0,51181.0,58.666,1.984,0.974,0.033,299.49,8008183.0,9.179,310.443,1696752.0,1.945,65.776
IE04,2020,Northern and Western,2,IE,Ireland,0,1423341.0,1.611,55.177,,,,,,,291.43,4911225.0,5.557,190.387,974159.0,1.102,37.764
IE04,2021,Northern and Western,2,IE,Ireland,0,1028040.0,1.153,39.853,765.0,49531.0,55.551,1.92,0.858,0.03,85.74,4254138.0,4.771,164.915,1376176.0,1.543,53.348
IE04,2022,Northern and Western,2,IE,Ireland,0,2597149.0,2.873,100.68,877.0,56066.0,62.03,2.173,0.97,0.034,433.18,8822937.0,9.761,342.027,1851027.0,2.048,71.756
IE04,2023,Northern and Western,2,IE,Ireland,0,3531530.0,3.796,136.902,793.0,55170.0,59.309,2.139,0.852,0.031,,13222059.0,14.214,512.562,2067797.0,2.223,80.16
IE04,2024,Northern and Western,2,IE,Ireland,0,3329537.0,3.521,129.072,750.0,54030.0,57.141,2.095,0.793,0.029,,12255281.0,12.961,475.085,2352621.0,2.488,91.201
IE05,2008,Southern,2,IE,Ireland,0,,,,,,,,,,1154.58,,,,,,
IE05,2009,Southern,2,IE,Ireland,0,,,,,,,,,,829.87,,,,,,
IE05,2010,Southern,2,IE,Ireland,0,,,,,,,,,,563.75,,,,,,
IE05,2011,Southern,2,IE,Ireland,0,,,,,,,,,,341.68,,,,,,
IE05,2012,Southern,2,IE,Ireland,0,,,,,,,,,,551.97,,,,,,
IE05,2013,Southern,2,IE,Ireland,0,,,,,,,,,,703.93,,,,,,
IE05,2014,Southern,2,IE,Ireland,0,,,,,,,,,,689.88,,,,,,
IE05,2015,Southern,2,IE,Ireland,0,,,,,,,,,,895.29,,,,,,
IE05,2016,Southern,2,IE,Ireland,0,,,,,,,,,,1138.81,,,,,,
IE05,2017,Southern,2,IE,Ireland,0,,,,1553.0,86065.0,53.913,,0.973,,1060.43,,,,,,
IE05,2018,Southern,2,IE,Ireland,0,3613952.0,2.238,121.743,1223.0,86738.0,53.722,2.922,0.757,0.041,734.21,10103507.0,6.258,340.357,1877818.0,1.163,63.258
IE05,2019,Southern,2,IE,Ireland,0,3741010.0,2.281,126.024,1223.0,86738.0,52.879,2.922,0.746,0.041,713.21,8919009.0,5.437,300.455,2200301.0,1.341,74.122
IE05,2020,Southern,2,IE,Ireland,0,2314117.0,1.393,77.956,,,,,,,522.55,8599156.0,5.175,289.68,1187782.0,0.715,40.013
IE05,2021,Southern,2,IE,Ireland,0,1623926.0,0.969,54.705,1162.0,89198.0,53.22,3.005,0.693,0.039,268.34,6701214.0,3.998,225.744,1576874.0,0.941,53.12
IE05,2022,Southern,2,IE,Ireland,0,4231332.0,2.486,142.541,1259.0,96916.0,56.931,3.265,0.74,0.042,1273.18,15410374.0,9.053,519.13,2194184.0,1.289,73.916
IE05,2023,Southern,2,IE,Ireland,0,4624961.0,2.656,155.801,1117.0,93588.0,53.75,3.153,0.642,0.038,,17462295.0,10.029,588.253,2449996.0,1.407,82.533
IE05,2024,Southern,2,IE,Ireland,0,4690052.0,2.646,157.994,1056.0,93337.0,52.661,3.144,0.596,0.036,,14273436.0,8.053,480.83,2792863.0,1.576,94.083
IE06,2008,Eastern and Midland,2,IE,Ireland,0,,,,,,,,,,4051.28,,,,,,
IE06,2009,Eastern and Midland,2,IE,Ireland,0,,,,,,,,,,3425.15,,,,,,
IE06,2010,Eastern and Midland,2,IE,Ireland,0,,,,,,,,,,2969.95,,,,,,
IE06,2011,Eastern and Midland,2,IE,Ireland,0,,,,,,,,,,1321.24,,,,,,
IE06,2012,Eastern and Midland,2,IE,Ireland,0,,,,,,,,,,2556.01,,,,,,
IE06,2013,Eastern and Midland,2,IE,Ireland,0,,,,,,,,,,2495.65,,,,,,
IE06,2014,Eastern and Midland,2,IE,Ireland,0,,,,,,,,,,2169.46,,,,,,
IE06,2015,Eastern and Midland,2,IE,Ireland,0,,,,,,,,,,3752.6,,,,,,
IE06,2016,Eastern and Midland,2,IE,Ireland,0,,,,,,,,,,4508.5,,,,,,
IE06,2017,Eastern and Midland,2,IE,Ireland,0,,,,616.0,67887.0,28.874,,0.262,,4948.13,,,,,,
IE06,2018,Eastern and Midland,2,IE,Ireland,0,5527276.0,2.321,382.087,506.0,70055.0,29.423,4.843,0.213,0.035,4921.82,16315074.0,6.852,1127.822,3039287.0,1.276,210.099
IE06,2019,Eastern and Midland,2,IE,Ireland,0,5268538.0,2.17,364.201,506.0,70055.0,28.858,4.843,0.208,0.035,2856.17,15653602.0,6.448,1082.096,3014610.0,1.242,208.393
IE06,2020,Eastern and Midland,2,IE,Ireland,0,1086546.0,0.44,75.11,,,,,,,2348.15,2629873.0,1.066,181.797,757902.0,0.307,52.392
IE06,2021,Eastern and Midland,2,IE,Ireland,0,1186656.0,0.475,82.031,544.0,76770.0,30.717,5.307,0.218,0.038,2816.25,3975099.0,1.591,274.789,718817.0,0.288,49.69
IE06,2022,Eastern and Midland,2,IE,Ireland,0,3095531.0,1.215,213.987,592.0,95946.0,37.654,6.633,0.232,0.041,3188.81,10697516.0,4.198,739.494,1509002.0,0.592,104.314
IE06,2023,Eastern and Midland,2,IE,Ireland,0,3131188.0,1.204,216.452,549.0,97016.0,37.314,6.706,0.211,0.038,,9951796.0,3.828,687.944,1956871.0,0.753,135.274
IE06,2024,Eastern and Midland,2,IE,Ireland,0,4642785.0,1.763,320.945,556.0,99248.0,37.684,6.861,0.211,0.038,,15149234.0,5.752,1047.23,2295117.0,0.871,158.656
IS00,2008,Ísland,2,IS,Iceland,0,1577881.0,5.002,,581.0,,,,1.842,,,2673060.0,8.474,,,,
IS00,2009,Ísland,2,IS,Iceland,0,1747540.0,5.472,,576.0,,,,1.804,,,2863922.0,8.967,,,,
IS00,2010,Ísland,2,IS,Iceland,0,1724169.0,5.428,,828.0,,,,2.607,,,2937274.0,9.247,,,,
IS00,2011,Ísland,2,IS,Iceland,0,1880603.0,5.905,,,,,,,,,3172441.0,9.962,,,,
IS00,2012,Ísland,2,IS,Iceland,0,2140837.0,6.699,,888.0,,,,2.779,,,3719126.0,11.638,,,,
IS00,2013,Ísland,2,IS,Iceland,0,2376249.0,7.383,23.143,916.0,,,,2.846,0.009,,4280685.0,13.3,41.69,,,
IS00,2014,Ísland,2,IS,Iceland,0,3296473.0,10.122,32.105,1149.0,38674.0,118.752,0.377,3.528,0.011,,5489883.0,16.857,53.466,,,
IS00,2015,Ísland,2,IS,Iceland,0,3978084.0,12.088,38.743,1188.0,42177.0,128.159,0.411,3.61,0.012,,6536277.0,19.861,63.657,,,
IS00,2016,Ísland,2,IS,Iceland,0,4624337.0,13.907,45.037,1111.0,43623.0,131.186,0.425,3.341,0.011,,7808327.0,23.482,76.046,,,
IS00,2017,Ísland,2,IS,Iceland,0,,,,1103.0,44508.0,131.545,0.433,3.26,0.011,,,,,,,
IS00,2018,Ísland,2,IS,Iceland,0,,,,1120.0,46867.0,134.501,0.456,3.214,0.011,,,,,2714397.0,7.79,26.436
IS00,2019,Ísland,2,IS,Iceland,0,5231835.0,14.655,50.953,1176.0,48662.0,136.312,0.474,3.294,0.011,,8406451.0,23.548,81.871,2185916.0,6.123,21.289
IS00,2020,Ísland,2,IS,Iceland,0,1931232.0,5.304,18.808,1124.0,51528.0,141.508,0.502,3.087,0.011,,3295557.0,9.05,32.096,548542.0,1.506,5.342
IS00,2021,Ísland,2,IS,Iceland,0,3093883.0,8.389,30.132,875.0,54886.0,148.826,0.535,2.373,0.009,,5012414.0,13.591,48.816,882414.0,2.393,8.594
IS00,2022,Ísland,2,IS,Iceland,0,5329883.0,14.166,51.908,1041.0,48360.0,128.532,0.471,2.767,0.01,,8547184.0,22.717,83.242,1797046.0,4.776,17.502
IS00,2023,Ísland,2,IS,Iceland,0,6088240.0,15.701,59.294,829.0,43923.0,113.274,0.428,2.138,0.008,,9518591.0,24.548,92.702,2427638.0,6.261,23.643
IS00,2024,Ísland,2,IS,Iceland,0,,,,,,,,,,,,,,2526195.0,6.586,24.603
ITC1,2008,Piemonte,2,IT,Italy,0,3475420.0,0.797,,4805.0,182633.0,41.905,,1.103,,3207.5,11558330.0,2.652,,,,
ITC1,2009,Piemonte,2,IT,Italy,0,3867041.0,0.881,,4960.0,181307.0,41.308,,1.13,,2704.0,11593822.0,2.641,,,,
ITC1,2010,Piemonte,2,IT,Italy,0,4087511.0,0.929,,5131.0,183678.0,41.73,,1.166,,2936.7,12365022.0,2.809,,,,
ITC1,2011,Piemonte,2,IT,Italy,0,4247695.0,0.963,,5292.0,185754.0,42.113,,1.2,,2917.8,12845074.0,2.912,,,,
ITC1,2012,Piemonte,2,IT,Italy,0,4276944.0,0.968,,5536.0,189101.0,42.815,,1.253,,2890.7,12415037.0,2.811,,,,
ITC1,2013,Piemonte,2,IT,Italy,0,4277946.0,0.967,168.509,5739.0,190951.0,43.145,7.522,1.297,0.226,2659.8,12690568.0,2.867,499.885,,,
ITC1,2014,Piemonte,2,IT,Italy,0,4442253.0,1.005,174.981,5956.0,192665.0,43.58,7.589,1.347,0.235,2213.8,13061306.0,2.954,514.488,,,
ITC1,2015,Piemonte,2,IT,Italy,0,4696220.0,1.066,184.985,6303.0,195806.0,44.465,7.713,1.431,0.248,2483.1,13681316.0,3.107,538.91,,,
