geo,year,geo_label,nuts_level,country_code,country_name,is_el_regional_unit,arrivals,arrivals_per_person,arrivals_per_km2,establishments,bed_places,bed_places_per_1k_persons,bed_places_per_km2,establishments_per_1k_persons,establishments_per_km2,gfcf_sector_ghi,nights_spent,nights_spent_per_person,nights_spent_per_km2,short_stay,short_stay_per_person,short_stay_per_km2
FRY4,2022,La Réunion,2,FR,France,0,786916.0,0.893,314.264,110.0,7098.0,8.054,2.835,0.125,0.044,524.9,1597131.0,1.812,637.832,1655977.0,1.879,661.333
FRY4,2023,La Réunion,2,FR,France,0,783505.0,0.884,312.901,117.0,7500.0,8.461,2.995,0.132,0.047,,1558174.0,1.758,622.274,1928534.0,2.176,770.181
FRY4,2024,La Réunion,2,FR,France,0,734569.0,0.823,293.358,95.0,7184.0,8.053,2.869,0.106,0.038,,1548870.0,1.736,618.558,2320207.0,2.601,926.6
FRY5,2008,Mayotte,2,FR,France,0,,,,,,,,,,18.3,,,,,,
FRY5,2009,Mayotte,2,FR,France,0,,,,,,,,,,19.0,,,,,,
FRY5,2010,Mayotte,2,FR,France,0,,,,,,,,,,19.1,,,,,,
FRY5,2011,Mayotte,2,FR,France,0,,,,,,,,,,18.6,,,,,,
FRY5,2012,Mayotte,2,FR,France,0,,,,,,,,,,22.5,,,,,,
FRY5,2013,Mayotte,2,FR,France,0,,,,,,,,,,25.3,,,,,,
FRY5,2014,Mayotte,2,FR,France,0,,,,,,,,,,29.8,,,,,,
FRY5,2015,Mayotte,2,FR,France,0,,,,,,,,,,32.5,,,,,,
FRY5,2016,Mayotte,2,FR,France,0,,,,,,,,,,34.9,,,,,,
FRY5,2017,Mayotte,2,FR,France,0,31474.0,0.126,,,,,,,,44.7,83946.0,0.336,,,,
FRY5,2018,Mayotte,2,FR,France,0,31910.0,0.123,86.948,11.0,518.0,1.995,1.411,0.042,0.03,64.0,86382.0,0.333,235.373,10377.0,0.04,28.275
FRY5,2019,Mayotte,2,FR,France,0,49829.0,0.185,135.774,11.0,518.0,1.922,1.411,0.041,0.03,20.9,100423.0,0.373,273.632,18129.0,0.067,49.398
FRY5,2020,Mayotte,2,FR,France,0,25614.0,0.092,69.793,11.0,518.0,1.852,1.411,0.039,0.03,20.2,48344.0,0.173,131.728,12011.0,0.043,32.728
FRY5,2021,Mayotte,2,FR,France,0,28860.0,0.1,78.638,10.0,472.0,1.633,1.286,0.035,0.027,52.1,66182.0,0.229,180.332,20426.0,0.071,55.657
FRY5,2022,Mayotte,2,FR,France,0,36804.0,0.123,100.283,10.0,472.0,1.575,1.286,0.033,0.027,60.2,89034.0,0.297,242.599,31550.0,0.105,85.967
FRY5,2023,Mayotte,2,FR,France,0,61152.0,0.197,166.627,11.0,504.0,1.625,1.373,0.035,0.03,,161925.0,0.522,441.213,29629.0,0.096,80.733
FRY5,2024,Mayotte,2,FR,France,0,56165.0,0.175,153.038,16.0,856.0,2.673,2.332,0.05,0.044,,166875.0,0.521,454.7,26816.0,0.084,73.068
FRZZ,2008,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2009,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2010,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2011,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2012,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2013,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2014,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2015,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2016,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2017,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2018,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2019,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2020,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
FRZZ,2021,Extra-Regio NUTS 2,2,FR,France,0,,,,,,,,,,0.0,,,,,,
HR02,2008,Panonska Hrvatska,2,HR,Croatia,0,,,,,,,,,,293.09,,,,,,
HR02,2009,Panonska Hrvatska,2,HR,Croatia,0,,,,,,,,,,204.96,,,,,,
HR02,2010,Panonska Hrvatska,2,HR,Croatia,0,,,,,,,,,,245.92,,,,,,
HR02,2011,Panonska Hrvatska,2,HR,Croatia,0,,,,,,,,,,204.62,,,,,,
HR02,2012,Panonska Hrvatska,2,HR,Croatia,0,,,,,,,,,,249.71,,,,,,
HR02,2013,Panonska Hrvatska,2,HR,Croatia,0,,,,,,,,,,245.74,,,,,,
HR02,2014,Panonska Hrvatska,2,HR,Croatia,0,,,,,,,,,,175.45,,,,,,
HR02,2015,Panonska Hrvatska,2,HR,Croatia,0,,,,,,,,,,216.93,,,,,,
HR02,2016,Panonska Hrvatska,2,HR,Croatia,0,,,,,,,,,,252.79,,,,,,
HR02,2017,Panonska Hrvatska,2,HR,Croatia,0,,,,,,,,,,263.36,,,,,,
HR02,2018,Panonska Hrvatska,2,HR,Croatia,0,664080.0,0.609,,1501.0,24861.0,22.799,,1.376,,330.25,1250554.0,1.147,,189427.0,0.174,
HR02,2019,Panonska Hrvatska,2,HR,Croatia,0,686743.0,0.644,,1759.0,26135.0,24.499,,1.649,,348.31,1294113.0,1.213,,223554.0,0.21,
HR02,2020,Panonska Hrvatska,2,HR,Croatia,0,228613.0,0.218,,1673.0,19580.0,18.711,,1.599,,280.87,454336.0,0.434,,82309.0,0.079,
HR02,2021,Panonska Hrvatska,2,HR,Croatia,0,410261.0,0.398,17.668,1731.0,25512.0,24.765,1.099,1.68,0.075,253.79,809353.0,0.786,34.856,170205.0,0.165,7.33
HR02,2022,Panonska Hrvatska,2,HR,Croatia,0,597199.0,0.589,25.719,2020.0,27662.0,27.292,1.191,1.993,0.087,320.82,1170675.0,1.155,50.417,289441.0,0.286,12.465
HR02,2023,Panonska Hrvatska,2,HR,Croatia,0,700815.0,0.701,30.182,2376.0,28112.0,28.137,1.211,2.378,0.102,284.71,1336557.0,1.338,57.561,397595.0,0.398,17.123
HR02,2024,Panonska Hrvatska,2,HR,Croatia,0,720342.0,0.727,31.022,2831.0,31741.0,32.041,1.367,2.858,0.122,,1361794.0,1.375,58.647,472383.0,0.477,20.344
HR03,2008,Jadranska Hrvatska,2,HR,Croatia,0,7431254.0,5.263,,1640.0,458862.0,324.971,,1.161,,959.03,36185521.0,25.627,,,,
HR03,2009,Jadranska Hrvatska,2,HR,Croatia,0,7201791.0,5.09,,1733.0,467296.0,330.241,,1.225,,686.7,35341784.0,24.976,,,,
HR03,2010,Jadranska Hrvatska,2,HR,Croatia,0,6777185.0,4.786,,1742.0,411722.0,290.77,,1.23,,683.63,34915552.0,24.658,,,,
HR03,2011,Jadranska Hrvatska,2,HR,Croatia,0,7306506.0,5.169,,1822.0,410565.0,290.475,,1.289,,620.3,37058026.0,26.219,,,,
HR03,2012,Jadranska Hrvatska,2,HR,Croatia,0,10277159.0,7.286,,56726.0,769204.0,545.322,,40.215,,753.31,59855870.0,42.434,,,,
HR03,2013,Jadranska Hrvatska,2,HR,Croatia,0,10776913.0,7.69,436.224,60792.0,832929.0,594.362,33.715,43.38,2.461,877.5,61785377.0,44.089,2500.926,,,
HR03,2014,Jadranska Hrvatska,2,HR,Croatia,0,11319353.0,8.128,458.181,66303.0,860149.0,617.617,34.817,47.608,2.684,1000.2,63286178.0,45.442,2561.675,,,
HR03,2015,Jadranska Hrvatska,2,HR,Croatia,0,12386723.0,8.962,501.385,71690.0,898706.0,650.252,36.377,51.871,2.902,1029.8,68118126.0,49.286,2757.261,,,
HR03,2016,Jadranska Hrvatska,2,HR,Croatia,0,13488515.0,9.865,545.983,81088.0,935949.0,684.504,37.885,59.304,3.282,1065.3,74196383.0,54.263,3003.294,,,
HR03,2017,Jadranska Hrvatska,2,HR,Croatia,0,15118289.0,11.173,611.953,94653.0,1003342.0,741.492,40.613,69.951,3.831,1507.92,81860833.0,60.497,3313.533,,,
HR03,2018,Jadranska Hrvatska,2,HR,Croatia,0,16133995.0,12.067,653.066,103677.0,1053749.0,788.116,42.653,77.542,4.197,1484.0,84846421.0,63.458,3434.383,22025408.0,16.473,891.536
HR03,2019,Jadranska Hrvatska,2,HR,Croatia,0,16913127.0,12.76,684.603,108614.0,1080959.0,815.534,43.755,81.944,4.396,1508.64,86216777.0,65.047,3489.851,24253363.0,18.298,981.719
HR03,2020,Jadranska Hrvatska,2,HR,Croatia,0,6202438.0,4.707,251.06,94566.0,994305.0,754.633,40.247,71.771,3.828,1214.33,39055359.0,29.641,1580.869,10020209.0,7.605,405.594
HR03,2021,Jadranska Hrvatska,2,HR,Croatia,0,11344629.0,8.694,459.204,98918.0,1027862.0,787.709,41.605,75.806,4.004,1069.34,67200948.0,51.5,2720.136,19001519.0,14.562,769.137
HR03,2022,Jadranska Hrvatska,2,HR,Croatia,0,15595713.0,12.032,631.278,105271.0,1062034.0,819.338,42.989,81.214,4.261,1412.76,85573240.0,66.018,3463.802,29273016.0,22.584,1184.902
HR03,2023,Jadranska Hrvatska,2,HR,Croatia,0,16928237.0,13.042,685.215,111320.0,1084847.0,835.792,43.912,85.764,4.506,1597.04,87317514.0,67.271,3534.407,32566249.0,25.09,1318.205
HR03,2024,Jadranska Hrvatska,2,HR,Croatia,0,17497095.0,13.353,708.241,115285.0,1103590.0,842.234,44.671,87.983,4.666,,88380689.0,67.45,3577.441,35424332.0,27.035,1433.893
HR04,2008,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,1242347.0,0.428,,345.0,26577.0,9.165,,0.119,,,2346551.0,0.809,,,,
HR04,2009,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,1127679.0,0.39,,355.0,26554.0,9.173,,0.123,,,2142837.0,0.74,,,,
HR04,2010,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,1142544.0,0.396,,375.0,27891.0,9.661,,0.13,,,2093630.0,0.725,,,,
HR04,2011,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,1214444.0,0.422,,367.0,27193.0,9.454,,0.128,,,2192764.0,0.762,,,,
HR04,2012,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,1266494.0,0.442,,1082.0,29724.0,10.373,,0.378,,,2328055.0,0.812,,,,
HR04,2013,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,1428795.0,0.501,44.805,1234.0,34181.0,11.975,1.072,0.432,0.039,,2632915.0,0.922,82.565,,,
HR04,2014,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,1563469.0,0.55,49.028,1421.0,33678.0,11.855,1.056,0.5,0.045,,2838813.0,0.999,89.022,,,
HR04,2015,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,1770303.0,0.627,55.515,1749.0,39907.0,14.136,1.251,0.62,0.055,,3220874.0,1.141,101.003,,,
HR04,2016,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,1958076.0,0.7,61.403,2145.0,51323.0,18.353,1.609,0.767,0.067,,3627731.0,1.297,113.761,,,
HR04,2017,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,2291648.0,0.828,71.863,3688.0,56650.0,20.475,1.776,1.333,0.116,,4234014.0,1.53,132.773,,,
HR04,2018,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,2514942.0,0.922,78.866,4535.0,61910.0,22.701,1.941,1.663,0.142,,4721232.0,1.731,148.052,,,
HR04,2019,Kontinentalna Hrvatska (NUTS 2016),2,HR,Croatia,0,2640368.0,0.977,82.799,5147.0,76911.0,28.463,2.412,1.905,0.161,,4961306.0,1.836,155.58,,,
HR05,2008,Grad Zagreb,2,HR,Croatia,0,,,,,,,,,,485.98,,,,,,
HR05,2009,Grad Zagreb,2,HR,Croatia,0,,,,,,,,,,559.9,,,,,,
HR05,2010,Grad Zagreb,2,HR,Croatia,0,,,,,,,,,,510.64,,,,,,
HR05,2011,Grad Zagreb,2,HR,Croatia,0,,,,,,,,,,343.23,,,,,,
HR05,2012,Grad Zagreb,2,HR,Croatia,0,,,,,,,,,,485.82,,,,,,
HR05,2013,Grad Zagreb,2,HR,Croatia,0,,,,,,,,,,430.77,,,,,,
HR05,2014,Grad Zagreb,2,HR,Croatia,0,,,,,,,,,,404.78,,,,,,
HR05,2015,Grad Zagreb,2,HR,Croatia,0,,,,,,,,,,376.5,,,,,,
HR05,2016,Grad Zagreb,2,HR,Croatia,0,,,,,,,,,,385.53,,,,,,
HR05,2017,Grad Zagreb,2,HR,Croatia,0,,,,,,,,,,376.1,,,,,,
HR05,2018,Grad Zagreb,2,HR,Croatia,0,1400201.0,1.799,,2394.0,25409.0,32.644,,3.076,,417.66,2511817.0,3.227,,966563.0,1.242,
HR05,2019,Grad Zagreb,2,HR,Croatia,0,1454019.0,1.873,,2607.0,28633.0,36.887,,3.359,,644.56,2638962.0,3.4,,1061205.0,1.367,
HR05,2020,Grad Zagreb,2,HR,Croatia,0,342472.0,0.442,,2209.0,22096.0,28.532,,2.852,,518.7,780077.0,1.007,,341869.0,0.441,
HR05,2021,Grad Zagreb,2,HR,Croatia,0,634783.0,0.826,990.301,1752.0,19071.0,24.803,29.752,2.279,2.733,462.25,1375224.0,1.789,2145.435,575192.0,0.748,897.335
HR05,2022,Grad Zagreb,2,HR,Croatia,0,1078669.0,1.407,1682.791,2105.0,23992.0,31.287,37.429,2.745,3.284,564.75,2206044.0,2.877,3441.566,1098553.0,1.433,1713.811
HR05,2023,Grad Zagreb,2,HR,Croatia,0,1300694.0,1.692,2029.164,2462.0,22442.0,29.198,35.011,3.203,3.841,942.08,2507454.0,3.262,3911.785,1304292.0,1.697,2034.777
HR05,2024,Grad Zagreb,2,HR,Croatia,0,1419929.0,1.839,2215.178,2771.0,27279.0,35.33,42.557,3.589,4.323,,2646443.0,3.427,4128.616,1488112.0,1.927,2321.548
HR06,2008,Sjeverna Hrvatska,2,HR,Croatia,0,,,,,,,,,,242.73,,,,,,
HR06,2009,Sjeverna Hrvatska,2,HR,Croatia,0,,,,,,,,,,216.4,,,,,,
HR06,2010,Sjeverna Hrvatska,2,HR,Croatia,0,,,,,,,,,,161.4,,,,,,
HR06,2011,Sjeverna Hrvatska,2,HR,Croatia,0,,,,,,,,,,178.72,,,,,,
HR06,2012,Sjeverna Hrvatska,2,HR,Croatia,0,,,,,,,,,,196.17,,,,,,
HR06,2013,Sjeverna Hrvatska,2,HR,Croatia,0,,,,,,,,,,247.24,,,,,,
HR06,2014,Sjeverna Hrvatska,2,HR,Croatia,0,,,,,,,,,,445.81,,,,,,
HR06,2015,Sjeverna Hrvatska,2,HR,Croatia,0,,,,,,,,,,433.66,,,,,,
HR06,2016,Sjeverna Hrvatska,2,HR,Croatia,0,,,,,,,,,,315.43,,,,,,
HR06,2017,Sjeverna Hrvatska,2,HR,Croatia,0,,,,,,,,,,282.74,,,,,,
HR06,2018,Sjeverna Hrvatska,2,HR,Croatia,0,450661.0,0.557,,640.0,11640.0,14.397,,0.792,,274.71,958861.0,1.186,,66880.0,0.083,
HR06,2019,Sjeverna Hrvatska,2,HR,Croatia,0,499606.0,0.624,,781.0,22143.0,27.673,,0.976,,337.08,1028231.0,1.285,,92200.0,0.115,
HR06,2020,Sjeverna Hrvatska,2,HR,Croatia,0,223859.0,0.282,,822.0,12369.0,15.557,,1.034,,274.34,481572.0,0.606,,55471.0,0.07,
HR06,2021,Sjeverna Hrvatska,2,HR,Croatia,0,381081.0,0.483,47.469,914.0,13268.0,16.814,1.653,1.158,0.114,309.06,786159.0,0.996,97.927,99699.0,0.126,12.419
HR06,2022,Sjeverna Hrvatska,2,HR,Croatia,0,497564.0,0.633,61.979,1097.0,13490.0,17.169,1.68,1.396,0.137,629.78,1055424.0,1.343,131.468,170241.0,0.217,21.206
HR06,2023,Sjeverna Hrvatska,2,HR,Croatia,0,556827.0,0.709,69.361,1318.0,13939.0,17.753,1.736,1.679,0.164,491.89,1179623.0,1.502,146.939,230868.0,0.294,28.758
HR06,2024,Sjeverna Hrvatska,2,HR,Croatia,0,601950.0,0.763,74.981,1551.0,15389.0,19.507,1.917,1.966,0.193,,1254770.0,1.591,156.299,302978.0,0.384,37.74
HU10,2008,Közép-Magyarország (NUTS 2013),2,HU,Hungary,0,2895038.0,,,328.0,48028.0,,,,,,6691447.0,,,,,
HU10,2009,Közép-Magyarország (NUTS 2013),2,HU,Hungary,0,2676492.0,,,382.0,52042.0,,,,,,6240216.0,,,,,
HU10,2010,Közép-Magyarország (NUTS 2013),2,HU,Hungary,0,2843618.0,,,383.0,54537.0,,,,,,6513308.0,,,,,
HU10,2011,Közép-Magyarország (NUTS 2013),2,HU,Hungary,0,3095243.0,,,382.0,60728.0,,,,,,7030658.0,,,,,
HU10,2012,Közép-Magyarország (NUTS 2013),2,HU,Hungary,0,3523471.0,,,474.0,69520.0,,,,,,8267517.0,,,,,
HU10,2013,Közép-Magyarország (NUTS 2013),2,HU,Hungary,0,3760547.0,,543.746,492.0,66492.0,,9.614,,0.071,,8739463.0,,1263.659,,,
HU10,2014,Közép-Magyarország (NUTS 2013),2,HU,Hungary,0,4053146.0,,586.053,539.0,70054.0,,10.129,,0.078,,9229914.0,,1334.574,,,
HU10,2015,Közép-Magyarország (NUTS 2013),2,HU,Hungary,0,4364650.0,,631.095,571.0,70161.0,,10.145,,0.083,,9874359.0,,1427.756,,,
HU10,2016,Közép-Magyarország (NUTS 2013),2,HU,Hungary,0,4673767.0,,675.79,591.0,73558.0,,10.636,,0.085,,10548390.0,,1525.215,,,
HU10,2017,Közép-Magyarország (NUTS 2013),2,HU,Hungary,0,,,,601.0,72656.0,,10.505,,0.087,,,,,,,
HU11,2008,Budapest,2,HU,Hungary,0,,,,,,,,,,1803.23,,,,,,
HU11,2009,Budapest,2,HU,Hungary,0,,,,,,,,,,1391.72,,,,,,
HU11,2010,Budapest,2,HU,Hungary,0,,,,,,,,,,1118.58,,,,,,
HU11,2011,Budapest,2,HU,Hungary,0,,,,,,,,,,1219.89,,,,,,
HU11,2012,Budapest,2,HU,Hungary,0,,,,,,,,,,1153.32,,,,,,
HU11,2013,Budapest,2,HU,Hungary,0,,,,,,,,,,1447.93,,,,,,
HU11,2014,Budapest,2,HU,Hungary,0,,,,,,,,,,1821.74,,,,,,
HU11,2015,Budapest,2,HU,Hungary,0,3822169.0,2.195,,342.0,54705.0,31.411,,0.196,,1915.71,8826120.0,5.068,,,,
HU11,2016,Budapest,2,HU,Hungary,0,4099488.0,2.358,,359.0,57210.0,32.906,,0.206,,1833.2,9379588.0,5.395,,,,
HU11,2017,Budapest,2,HU,Hungary,0,4295987.0,2.485,,,,,,,,2114.55,10144476.0,5.867,,,,
HU11,2018,Budapest,2,HU,Hungary,0,4510552.0,2.618,8591.528,375.0,56213.0,32.624,107.072,0.218,0.714,2161.59,10405424.0,6.039,19819.855,5677776.0,3.295,10814.811
HU11,2019,Budapest,2,HU,Hungary,0,4636736.0,2.692,8831.878,379.0,58711.0,34.087,111.83,0.22,0.722,1802.12,10766722.0,6.251,20508.042,6818825.0,3.959,12988.238
HU11,2020,Budapest,2,HU,Hungary,0,1003350.0,0.584,1911.143,,,,,,,1864.08,2435180.0,1.418,4638.438,1807418.0,1.053,3442.701
HU11,2021,Budapest,2,HU,Hungary,0,1378068.0,0.815,2624.891,274.0,47135.0,27.882,89.781,0.162,0.522,2240.82,3468282.0,2.052,6606.251,1848953.0,1.094,3521.815
HU11,2022,Budapest,2,HU,Hungary,0,3178291.0,1.9,6053.888,349.0,66745.0,39.909,127.133,0.209,0.665,2375.03,8722977.0,5.216,16615.194,5003361.0,2.992,9530.211
HU11,2023,Budapest,2,HU,Hungary,0,3926516.0,2.35,7479.078,380.0,62994.0,37.698,119.989,0.227,0.724,,9980022.0,5.972,19009.566,6720513.0,4.022,12800.977
HU11,2024,Budapest,2,HU,Hungary,0,4459311.0,2.645,8493.926,374.0,67767.0,40.189,129.08,0.222,0.712,,10922488.0,6.477,20804.739,8207665.0,4.867,15633.648
HU12,2008,Pest,2,HU,Hungary,0,,,,,,,,,,464.3,,,,,,
HU12,2009,Pest,2,HU,Hungary,0,,,,,,,,,,571.2,,,,,,
HU12,2010,Pest,2,HU,Hungary,0,,,,,,,,,,449.85,,,,,,
HU12,2011,Pest,2,HU,Hungary,0,,,,,,,,,,427.54,,,,,,
HU12,2012,Pest,2,HU,Hungary,0,,,,,,,,,,374.22,,,,,,
HU12,2013,Pest,2,HU,Hungary,0,,,,,,,,,,519.77,,,,,,
HU12,2014,Pest,2,HU,Hungary,0,,,,,,,,,,357.34,,,,,,
HU12,2015,Pest,2,HU,Hungary,0,542481.0,0.444,,229.0,15456.0,12.652,,0.187,,391.91,1048239.0,0.858,,,,
HU12,2016,Pest,2,HU,Hungary,0,574279.0,0.467,,232.0,16348.0,13.305,,0.189,,464.82,1168802.0,0.951,,,,
HU12,2017,Pest,2,HU,Hungary,0,641708.0,0.517,,,,,,,,531.8,1255350.0,1.012,,,,
HU12,2018,Pest,2,HU,Hungary,0,742247.0,0.592,116.139,248.0,17816.0,14.202,2.788,0.198,0.039,601.85,1423545.0,1.135,222.742,50754.0,0.04,7.941
HU12,2019,Pest,2,HU,Hungary,0,753366.0,0.593,117.879,240.0,16927.0,13.324,2.649,0.189,0.038,747.25,1421740.0,1.119,222.46,73773.0,0.058,11.543
HU12,2020,Pest,2,HU,Hungary,0,303922.0,0.236,47.555,,,,,,,650.78,627495.0,0.487,98.184,45793.0,0.036,7.165
HU12,2021,Pest,2,HU,Hungary,0,381668.0,0.294,59.72,195.0,16028.0,12.326,2.508,0.15,0.031,978.97,833748.0,0.641,130.457,57416.0,0.044,8.984
HU12,2022,Pest,2,HU,Hungary,0,680316.0,0.517,106.449,243.0,18751.0,14.249,2.934,0.185,0.038,876.48,1368498.0,1.04,214.129,108202.0,0.082,16.93
HU12,2023,Pest,2,HU,Hungary,0,740088.0,0.557,115.802,234.0,18212.0,13.706,2.85,0.176,0.037,,1412254.0,1.063,220.975,127348.0,0.096,19.926
HU12,2024,Pest,2,HU,Hungary,0,787281.0,0.59,123.186,234.0,17942.0,13.457,2.807,0.176,0.037,,1408733.0,1.057,220.425,154791.0,0.116,24.22
HU21,2008,Közép-Dunántúl,2,HU,Hungary,0,774294.0,0.701,,393.0,50329.0,45.553,,0.356,,367.67,2256155.0,2.042,,,,
HU21,2009,Közép-Dunántúl,2,HU,Hungary,0,738883.0,0.67,,421.0,50370.0,45.661,,0.382,,334.33,2126842.0,1.928,,,,
HU21,2010,Közép-Dunántúl,2,HU,Hungary,0,738201.0,0.672,,437.0,50327.0,45.808,,0.398,,260.61,2097976.0,1.91,,,,
HU21,2011,Közép-Dunántúl,2,HU,Hungary,0,744398.0,0.68,,411.0,50280.0,45.955,,0.376,,261.77,2045864.0,1.87,,,,
HU21,2012,Közép-Dunántúl,2,HU,Hungary,0,940107.0,0.871,,661.0,64715.0,59.944,,0.612,,247.17,2700068.0,2.501,,,,
HU21,2013,Közép-Dunántúl,2,HU,Hungary,0,968650.0,0.901,87.376,603.0,61013.0,56.754,5.504,0.561,0.054,348.09,2730712.0,2.54,246.321,,,
HU21,2014,Közép-Dunántúl,2,HU,Hungary,0,1061175.0,0.992,95.722,609.0,60982.0,57.003,5.501,0.569,0.055,308.88,2973360.0,2.779,268.209,,,
HU21,2015,Közép-Dunántúl,2,HU,Hungary,0,1099756.0,1.033,99.202,610.0,59656.0,56.04,5.381,0.573,0.055,294.5,3059069.0,2.874,275.94,,,
HU21,2016,Közép-Dunántúl,2,HU,Hungary,0,1208211.0,1.137,108.985,625.0,63641.0,59.908,5.741,0.588,0.056,364.83,3289983.0,3.097,296.769,,,
HU21,2017,Közép-Dunántúl,2,HU,Hungary,0,1347062.0,1.273,121.51,651.0,65846.0,62.247,5.94,0.615,0.059,295.62,3653564.0,3.454,329.566,,,
HU21,2018,Közép-Dunántúl,2,HU,Hungary,0,1458619.0,1.379,131.573,685.0,70627.0,66.79,6.371,0.648,0.062,352.96,3965763.0,3.75,357.727,274145.0,0.259,24.729
HU21,2019,Közép-Dunántúl,2,HU,Hungary,0,1512357.0,1.426,136.42,692.0,69919.0,65.942,6.307,0.653,0.062,499.07,4085113.0,3.853,368.493,326296.0,0.308,29.433
HU21,2020,Közép-Dunántúl,2,HU,Hungary,0,807504.0,0.76,72.84,,,,,,,451.01,2279310.0,2.144,205.603,246438.0,0.232,22.23
HU21,2021,Közép-Dunántúl,2,HU,Hungary,0,927531.0,0.873,83.667,590.0,55938.0,52.673,5.046,0.556,0.053,557.16,2650795.0,2.496,239.112,263973.0,0.249,23.811
HU21,2022,Közép-Dunántúl,2,HU,Hungary,0,1369045.0,1.293,123.493,612.0,61743.0,58.308,5.569,0.578,0.055,639.94,3832131.0,3.619,345.673,399589.0,0.377,36.044
HU21,2023,Közép-Dunántúl,2,HU,Hungary,0,1462287.0,1.38,131.904,602.0,66250.0,62.535,5.976,0.568,0.054,,4068515.0,3.84,366.996,484427.0,0.457,43.697
HU21,2024,Közép-Dunántúl,2,HU,Hungary,0,1499876.0,1.419,135.295,605.0,64549.0,61.051,5.823,0.572,0.055,,3972492.0,3.757,358.334,510160.0,0.483,46.018
HU22,2008,Nyugat-Dunántúl,2,HU,Hungary,0,1323931.0,1.327,,532.0,47289.0,47.387,,0.533,,451.04,4041252.0,4.05,,,,
HU22,2009,Nyugat-Dunántúl,2,HU,Hungary,0,1286917.0,1.289,,544.0,47674.0,47.761,,0.545,,352.87,3962837.0,3.97,,,,
HU22,2010,Nyugat-Dunántúl,2,HU,Hungary,0,1370022.0,1.375,,547.0,51060.0,51.245,,0.549,,399.15,4281664.0,4.297,,,,
HU22,2011,Nyugat-Dunántúl,2,HU,Hungary,0,1392221.0,1.4,,546.0,48603.0,48.862,,0.549,,296.99,4351246.0,4.374,,,,
HU22,2012,Nyugat-Dunántúl,2,HU,Hungary,0,1477901.0,1.501,,662.0,56847.0,57.748,,0.672,,245.83,4649091.0,4.723,,,,
HU22,2013,Nyugat-Dunántúl,2,HU,Hungary,0,1493086.0,1.519,131.793,641.0,59308.0,60.355,5.235,0.652,0.057,284.13,4729787.0,4.813,417.494,,,
HU22,2014,Nyugat-Dunántúl,2,HU,Hungary,0,1541850.0,1.575,136.098,659.0,58791.0,60.043,5.189,0.673,0.058,394.42,4774972.0,4.877,421.482,,,
HU22,2015,Nyugat-Dunántúl,2,HU,Hungary,0,1683358.0,1.725,148.588,703.0,62846.0,64.408,5.547,0.72,0.062,431.95,5010127.0,5.135,442.239,,,
HU22,2016,Nyugat-Dunántúl,2,HU,Hungary,0,1789108.0,1.838,157.923,700.0,62552.0,64.277,5.521,0.719,0.062,450.03,5398570.0,5.547,476.527,,,
HU22,2017,Nyugat-Dunántúl,2,HU,Hungary,0,1916838.0,1.974,169.197,699.0,61355.0,63.193,5.416,0.72,0.062,358.81,5819675.0,5.994,513.697,,,
HU22,2018,Nyugat-Dunántúl,2,HU,Hungary,0,2011600.0,2.071,177.578,740.0,62348.0,64.184,5.504,0.762,0.065,373.8,5957135.0,6.133,525.877,559229.0,0.576,49.367
HU22,2019,Nyugat-Dunántúl,2,HU,Hungary,0,2083984.0,2.141,183.968,692.0,60510.0,62.152,5.342,0.711,0.061,550.54,5916152.0,6.077,522.259,574735.0,0.59,50.736
